DateTime,V L1,A L1,W L1,S L1,Q L1,PF L1,V L2,A L2,W L2,S L2,Q L2,PF L2,V L3,A L3,W L3,S L3,Q L3,PF L3,EQV--AVARAGE [W],Var EQV--AVARAGE [Var],S_EQV,PF --AVARAGE [],V_RMS_EQV,I_RMS_EQV,Voltage_Unbalance_Percent,Current_Unbalance_Percent,Power_kW,Energy_Step_kWh,Energy_Cum_kWh
2017-06-17 22:39:13,227.71,27.4009,5532.65,6239.458939,2884.550541933181,0.8867195143184513,234.55,52.2768,10857.18,12261.52344,5697.946956340455,0.8854674586830948,230.05,41.6011,8230.78,9570.333055000001,4883.18905790321,0.8600306752856262,24620.61,13465.686556176845,28062.415277400873,0.8773517801879079,230.76999999999998,40.42626666666667,1.637994540018213,32.2200582459589,24.62061,1.9917737500000001,14662.518012872211
2017-06-17 22:44:13,227.69,27.2511,5502.6,6204.802959000001,2867.2239187086793,0.8868291283961786,234.56,50.4072,10576.02,11823.512832,5286.138160138141,0.8944905080473464,229.92,40.6584,8079.56,9348.179328,4702.038595635571,0.86429236287753,24158.18,12855.400674482391,27365.653425669963,0.8827920029615942,230.72333333333333,39.4389,1.6628862851611625,30.90299171630039,24.15818,2.0324495833333334,14664.550462455545
2017-06-17 22:49:13,228.07,28.0115,5614.89,6388.582805,3047.4580463464404,0.8788944545894479,234.93,52.3641,10899.05,12301.898013,5705.033200582917,0.8859649127705704,230.22,42.0618,8311.92,9683.467596,4968.050985686643,0.8583619367336395,24825.86,13720.542232616,28365.059560956317,0.8752267890236366,231.07333333333335,40.812466666666666,1.669022821038049,31.365334448461002,24.825860000000002,2.0410016666666664,14666.591464122212
2017-06-17 22:54:13,228.25,28.1577,5597.92,6426.995024999999,3157.46048668463,0.871001141003684,235.05,51.181,10615.06,12030.09405,5660.712326928953,0.8823754790179715,230.48,40.3103,8049.66,9290.717944,4639.010002076261,0.8664195865722646,24262.64,13457.182815689845,27744.75570453807,0.8744946345312921,231.26,39.882999999999996,1.638848049814071,29.39924278514655,24.26264,2.045354166666667,14668.636818288878
2017-06-17 22:59:13,228.07,26.1317,5206.23,5959.856819,2900.8727118025704,0.8735495093443452,234.83,45.9392,9734.19,10787.902336000001,4650.202345594679,0.9023246315010021,230.7,23.1873,4777.23,5349.310109999999,2406.905104080385,0.8930553476549147,19717.65,9957.980161477633,22089.524449812907,0.8926244675297663,231.19999999999996,31.752733333333328,1.5700692041522721,44.67793848718537,19.717650000000003,1.8325120833333335,14670.469330372212
2017-06-17 23:04:13,228.37,25.9425,5181.35,5924.488725,2872.8346332763613,0.874564918679966,235.01,47.2773,10012.79,11110.638272999999,4815.632798433905,0.9011894505045779,231.16,16.1429,3269.06,3731.592764,1799.4530482169187,0.8760495066711947,18463.2,9487.920479927185,20758.38118142698,0.8894335178949054,231.51333333333332,29.787566666666663,1.510352175540647,58.71487768386587,18.4632,1.5908687500000003,14672.060199122212
2017-06-17 23:09:13,228.33,25.6292,5103.51,5851.915236000001,2863.4066440568545,0.8721093512435147,234.91,52.941,11245.82,12436.37031,5309.88126185977,0.9042686667955933,231.24,19.238,3753.8,4448.59512,2387.254511292797,0.8438169576556116,20103.13,10560.54241720942,22708.16795654329,0.885281896737396,231.49333333333334,32.60273333333333,1.4759244326690433,62.38209066315504,20.10313,1.6069304166666667,14673.667129538879
2017-06-17 23:14:13,227.37,21.5081,4065.62,4890.296697,2717.6710250302754,0.8313646905092884,233.85,58.1001,12592.56,13586.708385,5101.575970759362,0.9268293425582343,228.85,24.6933,4889.48,5651.061705,2833.2814408945524,0.8652321024337496,21547.66,10652.52843668419,24037.01340786674,0.8964366593458722,230.02333333333334,34.76716666666667,1.6635993449939805,67.11197825534626,21.54766,1.7354495833333332,14675.402579122212
2017-06-17 23:19:13,226.6,21.0809,3953.17,4776.9319399999995,2681.70201746804,0.8275541811466547,232.98,60.7515,13027.88,14153.884469999999,5532.340218723643,0.9204455517220991,225.98,32.9085,6620.04,7436.662829999999,3388.0709032580176,0.8901896121058914,23601.09,11602.1131394497,26298.678265051483,0.8974249489702937,228.51999999999998,38.24696666666667,1.9516891300542658,58.84004744602838,23.60109,1.8811979166666666,14677.283777038878
2017-06-17 23:24:13,226.96,20.3553,3834.25,4619.838888,2577.0988123424913,0.8299531851553175,233.35,59.1496,12723.29,13802.559159999999,5350.5636096770095,0.9218065905395476,226.25,34.4709,6939.3,7799.041125,3559.657003061006,0.8897632271428753,23496.84,11487.319425080506,26154.54066810258,0.898384731667498,228.85333333333332,37.99193333333333,1.9648683290608264,55.689892064806756,23.49684,1.9624137499999998,14679.246190788877
2017-06-17 23:29:13,227.42,20.7233,3872.53,4712.892886,2686.0511450844347,0.8216885241554375,233.8,56.0066,12155.12,13094.34308,4869.792447563231,0.9282726079298664,226.94,35.7661,7168.45,8116.758734,3807.242695634898,0.883166573619139,23196.100000000002,11363.086288282564,25829.804203767308,0.8980362304340203,229.38666666666668,37.49866666666667,1.923971169495463,49.35624377755651,23.1961,1.9455391666666666,14681.191729955544
2017-06-17 23:34:13,227.57,21.6263,4092.3,4921.497091,2733.9009357914674,0.8315152735706453,233.87,57.9405,12487.09,13550.544735,5262.11420886474,0.9215194107840419,227.11,37.505,7466.59,8517.76055,4099.058252701017,0.8765907372214167,24045.98,12095.073397357224,26916.53682493085,0.8933534115625136,229.51666666666665,39.02393333333333,1.8967395250889636,48.47426963624033,24.04598,1.96842,14683.160149955544
2017-06-17 23:39:13,227.79,21.3949,4084.41,4873.544271,2658.764508807976,0.8380779516673852,234.04,55.0154,11992.84,12875.804215999999,4685.9495241800605,0.931424538522977,227.4,35.1645,7011.25,7996.4073,3845.1141914113928,0.876800009924457,23088.5,11189.828224399429,25657.18394410357,0.8998844163997236,229.74333333333334,37.1916,1.8702029801372484,47.924262467869085,23.0885,1.9639366666666664,14685.12408662221
2017-06-17 23:44:13,227.99,20.5065,3945.54,4675.276935,2508.1723480141854,0.8439157839962266,234.18,56.0373,12166.06,13122.814914,4918.867282566267,0.9270922496225035,227.76,31.8139,6386.64,7245.933864,3422.6286786418946,0.8814101977566712,22498.239999999998,10849.668309222347,24977.712175412376,0.900732614820779,229.9766666666667,36.119233333333334,1.8277216529213043,55.1453196219558,22.49824,1.8994475,14687.02353412221
2017-06-17 23:49:13,228.29,20.3928,3965.69,4655.472312,2438.5908372866948,0.8518340856153287,234.36,57.3274,12418.59,13435.249464,5126.8460647665515,0.924328947763556,228.07,29.8598,6128.38,6810.124586,2969.9756652945275,0.899892494272204,22512.66,10535.412567347774,24855.880154197504,0.9057277336525218,230.24,35.86000000000001,1.789437109103546,59.86447295036248,22.51266,1.8754541666666662,14688.898988288876
2017-06-17 23:54:13,228.6,21.2624,4142.87,4860.58464,2542.028954536893,0.8523398535037134,234.66,54.9357,12036.86,12891.211362,4614.903218937301,0.9337260604912266,228.34,30.9146,6250.87,7059.039764,3279.735756556187,0.8855127905467342,22430.6,10436.66793003038,24739.76260681829,0.9066618931023257,230.53333333333333,35.70423333333333,1.790052053209947,53.863267380992184,22.4306,1.872635833333333,14690.77162412221
2017-06-17 23:59:13,228.9,20.474,3981.08,4686.4986,2472.705231401826,0.8494785424666509,234.93,56.6978,12379.1,13320.014154,4917.383476276825,0.9293608743112751,228.55,31.4249,6403.06,7182.160895000001,3253.3456253627905,0.8915227733839287,22763.24,10643.434333041441,25128.624906655066,0.9058689078514354,230.79333333333338,36.1989,1.7923683526387073,56.62851633613175,22.763240000000003,1.8830766666666663,14692.654700788877
