DateTime,V L1,A L1,W L1,S L1,Q L1,PF L1,V L2,A L2,W L2,S L2,Q L2,PF L2,V L3,A L3,W L3,S L3,Q L3,PF L3,EQV--AVARAGE [W],Var EQV--AVARAGE [Var],S_EQV,PF --AVARAGE [],V_RMS_EQV,I_RMS_EQV,Voltage_Unbalance_Percent,Current_Unbalance_Percent,Power_kW,Energy_Step_kWh,Energy_Cum_kWh
2017-12-19 16:08:53,229.85,6.1885,1223.97,1422.426725,724.7035442815397,0.8604801769314339,228.88,0,0,0,0,0,227.85,0,0,0,0,0,1223.97,724.7035442815397,1422.426725,0.8604801769314339,228.86,2.0628333333333333,0.4413178362317658,200.00000000000006,1.22397,0.10188416666666668,639.2054436805564
2017-12-19 16:13:53,230.1,6.1673,1219.19,1419.09573,726.2289135005799,0.8591316105221457,229.1,0,0,0,0,0,228.02,0,0,0,0,0,1219.19,726.2289135005799,1419.09573,0.8591316105221457,229.07333333333335,2.0557666666666665,0.4598236372631799,200.00000000000006,1.21919,0.10179833333333332,639.3072420138898
2017-12-19 16:18:53,230.28,6.1717,1221.41,1421.219076,726.6507234471688,0.8594100801388342,229.26,0,0,0,0,0,228.22,0,0,0,0,0,1221.41,726.6507234471688,1421.219076,0.8594100801388342,229.25333333333333,2.0572333333333335,0.45073862975456475,200,1.22141,0.10169166666666668,639.4089336805564
2017-12-19 16:23:53,230.63,6.1933,1226.38,1428.3607789999999,732.2612993907885,0.8585926035147736,229.59,0,0,0,0,0,228.53,0,0,0,0,0,1226.38,732.2612993907885,1428.3607789999999,0.8585926035147736,229.58333333333334,2.064433333333333,0.4588021778584428,200.00000000000006,1.22638,0.10199124999999999,639.5109249305564
2017-12-19 16:28:53,231.2,6.1664,1220.05,1425.67168,737.5755802994173,0.8557720666794756,230.21,0,0,0,0,0,229.19,0,0,0,0,0,1220.05,737.5755802994173,1425.67168,0.8557720666794756,230.19999999999996,2.0554666666666668,0.4387489139878204,200,1.2200499999999999,0.10193458333333334,639.6128595138897
2017-12-19 16:33:53,231.79,6.1586,1221.15,1427.501894,739.2931318993751,0.855445449937876,230.78,0,0,0,0,0,229.72,0,0,0,0,0,1221.15,739.2931318993751,1427.501894,0.855445449937876,230.76333333333332,2.0528666666666666,0.45212266535699885,200,1.2211500000000002,0.10171666666666665,639.7145761805564
2017-12-19 16:38:53,231.78,6.1537,1221.1,1426.304586,737.0614370896308,0.8561284959648864,230.71,0,0,0,0,0,229.66,0,0,0,0,0,1221.1,737.0614370896308,1426.304586,0.8561284959648864,230.71666666666667,2.0512333333333332,0.46088275662789824,200,1.2210999999999999,0.10176041666666666,639.8163365972231
2017-12-19 16:43:53,232.19,6.1512,1222.13,1428.247128,739.1130642467687,0.855685249450752,231.1,0,0,0,0,0,230.08,0,0,0,0,0,1222.13,739.1130642467687,1428.247128,0.855685249450752,231.12333333333333,2.0504000000000002,0.4615140545451907,199.99999999999994,1.2221300000000002,0.10180125000000001,639.9181378472231
2017-12-19 16:48:53,232.76,6.1279,1220.97,1426.330004,737.3259383818257,0.8560220962721893,231.6,0,0,0,0,0,230.53,0,0,0,0,0,1220.97,737.3259383818257,1426.3300040000001,0.8560220962721892,231.63,2.0426333333333333,0.4878469973664877,200.00000000000006,1.22097,0.10179583333333334,640.0199336805564
2017-12-19 16:53:53,232.52,6.1316,1221.54,1425.719632,735.1982708563831,0.8567883702957946,231.4,0,0,0,0,0,230.29,0,0,0,0,0,1221.54,735.1982708563831,1425.719632,0.8567883702957946,231.40333333333334,2.0438666666666667,0.48256291323951295,199.99999999999994,1.22154,0.10177125000000001,640.1217049305563
